Context (X),Label (y)
called gradient decent technique which is,0
gradient decent technique which is used,0
decent technique which is used to,0
technique which is used to solve,0
which is used to solve this,0
is used to solve this particular,0
used to solve this particular equation,0
to solve this particular equation in,0
solve this particular equation in my,0
this particular equation in my next,0
particular equation in my next lecture,0
equation in my next lecture i,0
in my next lecture i will,0
my next lecture i will discuss,0
next lecture i will discuss about,0
lecture i will discuss about gradient,0
i will discuss about gradient descent,0
will discuss about gradient descent algorithm,0
discuss about gradient descent algorithm thank,0
about gradient descent algorithm thank you,0
gradient descent algorithm thank you very,0
descent algorithm thank you very much,0
algorithm thank you very much my,0
thank you very much my dear,0
you very much my dear friends,0
very much my dear friends welcome,0
much my dear friends welcome to,0
my dear friends welcome to classes,0
dear friends welcome to classes on,0
friends welcome to classes on applied,0
welcome to classes on applied data,0
to classes on applied data science,0
classes on applied data science with,0
on applied data science with python,0
applied data science with python this,0
data science with python this is,0
science with python this is lecture,0
with python this is lecture number,0
python this is lecture number 600,0
this is lecture number 600 in,0
is lecture number 600 in this,0
lecture number 600 in this lecture,0
number 600 in this lecture i,0
600 in this lecture i will,0
in this lecture i will continue,0
this lecture i will continue my,0
lecture i will continue my discussion,0
i will continue my discussion on,0
will continue my discussion on convolution,0
continue my discussion on convolution edge,0
my discussion on convolution edge detection,0
discussion on convolution edge detection before,0
on convolution edge detection before understanding,0
convolution edge detection before understanding this,0
edge detection before understanding this lecture,0
detection before understanding this lecture i,0
before understanding this lecture i request,0
understanding this lecture i request all,0
this lecture i request all of,0
lecture i request all of you,0
i request all of you to,0
request all of you to go,0
all of you to go through,0
of you to go through my,0
you to go through my previous,0
to go through my previous lecture,0
go through my previous lecture uh,0
through my previous lecture uh this,0
my previous lecture uh this is,0
previous lecture uh this is the,0
lecture uh this is the slide,0
uh this is the slide which,0
this is the slide which i,0
is the slide which i collected,0
the slide which i collected from,0
slide which i collected from my,0
which i collected from my previous,0
i collected from my previous lecture,0
collected from my previous lecture that,0
from my previous lecture that is,0
my previous lecture that is 599,0
previous lecture that is 599 why,0
lecture that is 599 why is,0
that is 599 why is this,0
is 599 why is this is,0
599 why is this is an,0
why is this is an edge,0
is this is an edge detector,0
this is an edge detector just,0
is an edge detector just see,0
an edge detector just see what,0
edge detector just see what is,0
detector just see what is your,0
just see what is your input,0
see what is your input image,0
what is your input image it's,0
is your input image it's a,0
your input image it's a 6x6,0
input image it's a 6x6 just,0
image it's a 6x6 just see,0
it's a 6x6 just see this,0
a 6x6 just see this input,0
6x6 just see this input image,0
just see this input image size,0
see this input image size is,0
this input image size is 6x,0
input image size is 6x 6,0
image size is 6x 6 what,0
size is 6x 6 what is,0
is 6x 6 what is my,0
6x 6 what is my kernel,0
6 what is my kernel size,0
what is my kernel size 3x3,0
is my kernel size 3x3 yes,0
my kernel size 3x3 yes kernel,0
kernel size 3x3 yes kernel size,0
size 3x3 yes kernel size is,0
3x3 yes kernel size is 3x3,0
yes kernel size is 3x3 yes,0
kernel size is 3x3 yes what,0
size is 3x3 yes what is,0
is 3x3 yes what is your,0
3x3 yes what is your output,0
yes what is your output image,0
what is your output image size,0
is your output image size 4x,0
your output image size 4x 4,0
output image size 4x 4 that's,0
image size 4x 4 that's what,0
size 4x 4 that's what i'm,0
4x 4 that's what i'm writing,0
4 that's what i'm writing 4x4,0
that's what i'm writing 4x4 this,0
what i'm writing 4x4 this is,0
i'm writing 4x4 this is my,0
writing 4x4 this is my uh,0
4x4 this is my uh output,0
this is my uh output image,0
is my uh output image 4x4,0
my uh output image 4x4 image,0
uh output image 4x4 image so,0
output image 4x4 image so this,0
image 4x4 image so this is,0
4x4 image so this is output,0
image so this is output we,0
so this is output we got,0
this is output we got because,0
is output we got because your,0
output we got because your gray,0
we got because your gray scale,0
got because your gray scale image,0
because your gray scale image can,0
your gray scale image can only,0
gray scale image can only have,0
scale image can only have the,0
image can only have the values,0
can only have the values between,0
only have the values between 0,0
have the values between 0 to,0
the values between 0 to 2,0
values between 0 to 2 55,1
between 0 to 2 55 isn't,0
0 to 2 55 isn't it,0
to 2 55 isn't it what,0
2 55 isn't it what is,0
55 isn't it what is zero,0
isn't it what is zero 0,0
it what is zero 0 is,0
what is zero 0 is the,0
is zero 0 is the minimum,0
zero 0 is the minimum value,0
0 is the minimum value in,0
is the minimum value in gray,0
the minimum value in gray scale,0
minimum value in gray scale image,0
value in gray scale image and,0
in gray scale image and 255,0
gray scale image and 255 is,0
scale image and 255 is the,0
image and 255 is the maximum,0
and 255 is the maximum value,0
255 is the maximum value in,0
is the maximum value in grayscale,0
the maximum value in grayscale image,0
maximum value in grayscale image so,0
value in grayscale image so if,0
in grayscale image so if you,0
grayscale image so if you renormalize,0
image so if you renormalize let,0
so if you renormalize let me,0
if you renormalize let me renormalize,0
you renormalize let me renormalize this,0
renormalize let me renormalize this output,0
let me renormalize this output image,0
me renormalize this output image by,0
renormalize this output image by ensuring,0
this output image by ensuring ensuring,0
output image by ensuring ensuring the,0
image by ensuring ensuring the maximum,0
by ensuring ensuring the maximum value,0
ensuring ensuring the maximum value in,0
ensuring the maximum value in the,0
the maximum value in the image,0
maximum value in the image if,0
value in the image if if,0
in the image if if i,0
the image if if i do,0
image if if i do it,0
if if i do it in,0
if i do it in such,0
i do it in such a,0
do it in such a way,0
it in such a way that,0
in such a way that what,0
such a way that what is,0
a way that what is the,0
way that what is the maximum,0
that what is the maximum value,0
what is the maximum value in,0
is the maximum value in the,0
the maximum value in the image,0
maximum value in the image maximum,0
value in the image maximum value,0
in the image maximum value in,0
the image maximum value in the,0
image maximum value in the image,0
maximum value in the image is,0
value in the image is zero,0
in the image is zero so,0
the image is zero so what,0
image is zero so what is,0
is zero so what is the,0
zero so what is the maximum,0
so what is the maximum value,0
what is the maximum value in,0
is the maximum value in your,0
the maximum value in your gray,0
maximum value in your gray scale,0
value in your gray scale that,0
in your gray scale that is,0
your gray scale that is 255,0
gray scale that is 255 now,0
scale that is 255 now what,0
that is 255 now what we,0
is 255 now what we have,0
255 now what we have to,0
now what we have to do,0
what we have to do we,0
we have to do we will,0
have to do we will replace,0
to do we will replace we,0
do we will replace we will,0
we will replace we will replace,0
will replace we will replace all,0
replace we will replace all zeros,0
we will replace all zeros with,0
will replace all zeros with 255,0
replace all zeros with 255 just,0
all zeros with 255 just let,0
zeros with 255 just let me,0
with 255 just let me say,0
255 just let me say i'm,0
just let me say i'm replacing,0
let me say i'm replacing zeros,0
me say i'm replacing zeros with,0
say i'm replacing zeros with 255,0
i'm replacing zeros with 255 so,0
replacing zeros with 255 so what,0
zeros with 255 so what we,0
with 255 so what we are,0
255 so what we are doing,0
so what we are doing here,0
what we are doing here simply,0
we are doing here simply normalizing,0
are doing here simply normalizing by,0
doing here simply normalizing by using,0
here simply normalizing by using maximum,0
simply normalizing by using maximum value,0
normalizing by using maximum value in,0
by using maximum value in similar,0
using maximum value in similar manner,0
maximum value in similar manner what,0
value in similar manner what is,0
in similar manner what is the,0
similar manner what is the minimum,0
manner what is the minimum value,0
what is the minimum value in,0
is the minimum value in the,0
the minimum value in the gray,0
minimum value in the gray scale,0
value in the gray scale image,0
in the gray scale image that,0
the gray scale image that is,0
gray scale image that is zero,0
scale image that is zero and,0
image that is zero and what,0
that is zero and what is,0
is zero and what is the,0
zero and what is the minimum,0
and what is the minimum value,0
what is the minimum value in,0
is the minimum value in your,0
the minimum value in your output,0
minimum value in your output image,0
value in your output image min,0
in your output image min -,0
your output image min - 1,0
output image min - 1 020,0
image min - 1 020 therefore,0
min - 1 020 therefore all,0
- 1 020 therefore all minimum,0
1 020 therefore all minimum values,0
020 therefore all minimum values of,0
therefore all minimum values of output,0
all minimum values of output image,0
minimum values of output image let,0
values of output image let me,0
of output image let me replace,0
output image let me replace them,0
image let me replace them with,0
let me replace them with zeros,1
me replace them with zeros isn't,0
replace them with zeros isn't it,0
them with zeros isn't it so,0
with zeros isn't it so the,0
zeros isn't it so the output,0
isn't it so the output image,0
it so the output image that,0
so the output image that you,0
the output image that you get,0
output image that you get here,0
image that you get here if,0
that you get here if i,0
you get here if i have,0
get here if i have to,0
here if i have to draw,0
if i have to draw it,0
i have to draw it as,0
have to draw it as an,0
to draw it as an image,0
draw it as an image you,0
it as an image you will,0
as an image you will get,0
an image you will get bright,0
image you will get bright area,0
you will get bright area in,0
will get bright area in the,0
get bright area in the center,0
bright area in the center just,0
area in the center just see,0
in the center just see zero,0
the center just see zero means,0
center just see zero means we,0
just see zero means we are,0
see zero means we are assuming,0
zero means we are assuming it's,0
means we are assuming it's a,0
we are assuming it's a bright,0
are assuming it's a bright area,0
assuming it's a bright area or,0
it's a bright area or white,0
a bright area or white area,0
bright area or white area where,0
area or white area where you,0
or white area where you are,0
white area where you are getting,0
area where you are getting zero,0
where you are getting zero rows,0
you are getting zero rows in,0
are getting zero rows in between,0
getting zero rows in between therefore,0
zero rows in between therefore two,0
rows in between therefore two bright,0
in between therefore two bright lines,0
between therefore two bright lines or,0
therefore two bright lines or white,0
two bright lines or white color,1
bright lines or white color isn't,0
lines or white color isn't it,0
or white color isn't it two,0
white color isn't it two bright,0
color isn't it two bright lines,0
isn't it two bright lines in,0
it two bright lines in the,0
two bright lines in the center,0
bright lines in the center and,0
lines in the center and everything,0
in the center and everything above,0
the center and everything above that,0
center and everything above that is,0
and everything above that is dark,0
everything above that is dark even,0
above that is dark even everything,0
that is dark even everything below,0
is dark even everything below that,0
dark even everything below that is,0
even everything below that is dark,1
everything below that is dark isn't,0
below that is dark isn't it,0
that is dark isn't it because,0
is dark isn't it because remember,0
dark isn't it because remember what,0
isn't it because remember what did,0
it because remember what did we,0
because remember what did we say,0
remember what did we say we,0
what did we say we said,0
did we say we said 255,0
we say we said 255 is,0
say we said 255 is a,0
we said 255 is a dark,0
said 255 is a dark area,1
255 is a dark area isn't,0
is a dark area isn't it,0
a dark area isn't it and,0
dark area isn't it and zeros,0
area isn't it and zeros are,0
isn't it and zeros are light,0
it and zeros are light area,0
and zeros are light area you,0
zeros are light area you will,0
are light area you will get,0
light area you will get literally,0
area you will get literally 2,0
you will get literally 2 pixel,0
will get literally 2 pixel width,0
get literally 2 pixel width area,0
literally 2 pixel width area which,0
2 pixel width area which is,0
pixel width area which is like,0
width area which is like light,0
area which is like light color,0
which is like light color why,0
is like light color why because,0
like light color why because in,0
light color why because in center,0
color why because in center you,0
why because in center you are,0
because in center you are getting,0
in center you are getting zeros,0
center you are getting zeros therefore,0
you are getting zeros therefore there,0
are getting zeros therefore there are,0
getting zeros therefore there are we,0
zeros therefore there are we are,0
therefore there are we are assuming,0
there are we are assuming zero,0
are we are assuming zero is,0
we are assuming zero is related,0
are assuming zero is related to,0
assuming zero is related to white,0
zero is related to white color,0
is related to white color of,0
related to white color of course,0
to white color of course depend,0
white color of course depend on,0
color of course depend on the,0
of course depend on the convention,0
course depend on the convention sometimes,0
depend on the convention sometimes people,0
on the convention sometimes people may,0
the convention sometimes people may assume,0
convention sometimes people may assume generally,0
sometimes people may assume generally zero,0
people may assume generally zero is,0
may assume generally zero is treated,0
assume generally zero is treated as,0
generally zero is treated as black,0
zero is treated as black color,0
is treated as black color anyway,0
treated as black color anyway for,0
as black color anyway for in,0
black color anyway for in this,0
color anyway for in this particular,0
anyway for in this particular lecture,0
for in this particular lecture i'm,0
in this particular lecture i'm assuming,0
this particular lecture i'm assuming zero,0
particular lecture i'm assuming zero represents,0
lecture i'm assuming zero represents white,0
i'm assuming zero represents white color,1
assuming zero represents white color isn't,0
zero represents white color isn't it,0
represents white color isn't it yes,0
white color isn't it yes two,0
color isn't it yes two px,0
isn't it yes two px you,0
it yes two px you will,0
yes two px you will get,0
two px you will get literally,0
px you will get literally two,0
you will get literally two pixel,0
will get literally two pixel width,0
get literally two pixel width area,0
literally two pixel width area which,0
two pixel width area which is,0
pixel width area which is light,0
width area which is light color,0
area which is light color or,0
which is light color or white,0
is light color or white end,0
light color or white end color,0
color or white end color using,0
or white end color using this,0
white end color using this dark,0
end color using this dark this,0
color using this dark this how,0
using this dark this how many,0
this dark this how many dark,0
dark this how many dark areas,0
this how many dark areas you,0
how many dark areas you have,0
many dark areas you have two,0
dark areas you have two dark,0
areas you have two dark areas,0
you have two dark areas so,0
have two dark areas so corresponding,0
two dark areas so corresponding to,0
dark areas so corresponding to corresponding,0
areas so corresponding to corresponding to,0
so corresponding to corresponding to an,0
corresponding to corresponding to an edge,0
to corresponding to an edge in,0
corresponding to an edge in your,0
to an edge in your image,0
an edge in your image you,0
edge in your image you are,0
in your image you are going,0
your image you are going to,0
image you are going to get,0
you are going to get two,0
are going to get two white,0
going to get two white lines,1
to get two white lines isn't,0
get two white lines isn't it,0
two white lines isn't it so,0
white lines isn't it so if,0
lines isn't it so if you,0
isn't it so if you apply,0
it so if you apply soble,0
so if you apply soble edge,0
if you apply soble edge detector,0
you apply soble edge detector what,0
apply soble edge detector what you,0
soble edge detector what you are,0
edge detector what you are going,0
detector what you are going to,0
what you are going to get,0
you are going to get is,0
are going to get is if,0
going to get is if your,0
to get is if your image,0
get is if your image has,0
is if your image has horizontal,0
if your image has horizontal edge,0
your image has horizontal edge yes,0
image has horizontal edge yes this,0
has horizontal edge yes this this,0
horizontal edge yes this this one,0
edge yes this this one as,0
yes this this one as this,0
this this one as this one,0
this one as this one is,0
one as this one is this,0
as this one is this one,0
this one is this one is,0
one is this one is white,0
is this one is white region,0
this one is white region this,0
one is white region this one,0
is white region this one is,0
white region this one is dark,0
region this one is dark this,0
this one is dark this one,0
one is dark this one is,0
is dark this one is dark,0
dark this one is dark therefore,0
this one is dark therefore what,0
one is dark therefore what will,0
is dark therefore what will you,0
dark therefore what will you get,0
therefore what will you get here,0
what will you get here you,0
will you get here you will,0
you get here you will get,0
get here you will get an,0
here you will get an edge,0
you will get an edge isn't,1
will get an edge isn't isn't,0
get an edge isn't isn't it,0
an edge isn't isn't it yes,0
edge isn't isn't it yes there,0
isn't isn't it yes there are,0
isn't it yes there are two,0
it yes there are two horizontal,0
yes there are two horizontal lines,0
there are two horizontal lines that's,0
are two horizontal lines that's important,0
two horizontal lines that's important there,0
horizontal lines that's important there are,0
lines that's important there are two,0
that's important there are two horizontal,0
important there are two horizontal lines,0
there are two horizontal lines white,0
are two horizontal lines white lines,0
two horizontal lines white lines in,0
horizontal lines white lines in between,0
lines white lines in between you,0
white lines in between you have,0
lines in between you have white,0
in between you have white lines,0
between you have white lines corresponding,0
you have white lines corresponding to,0
have white lines corresponding to place,0
white lines corresponding to place where,0
lines corresponding to place where you,0
corresponding to place where you have,0
to place where you have an,0
place where you have an edge,1
where you have an edge isn't,0
you have an edge isn't it,0
have an edge isn't it and,0
an edge isn't it and everywhere,0
edge isn't it and everywhere everywhere,0
isn't it and everywhere everywhere you,0
it and everywhere everywhere you don't,0
and everywhere everywhere you don't have,0
everywhere everywhere you don't have an,0
everywhere you don't have an edge,0
you don't have an edge you,0
don't have an edge you will,0
have an edge you will get,0
an edge you will get a,0
edge you will get a dark,0
you will get a dark region,0
will get a dark region so,0
get a dark region so this,0
a dark region so this is,0
dark region so this is for,0
region so this is for horizontal,0
so this is for horizontal edge,0
this is for horizontal edge i,0
is for horizontal edge i hope,0
for horizontal edge i hope you,0
horizontal edge i hope you convinced,0
edge i hope you convinced now,0
i hope you convinced now that,0
hope you convinced now that applying,0
you convinced now that applying convolution,0
convinced now that applying convolution using,0
now that applying convolution using soel,0
that applying convolution using soel horizontal,0
applying convolution using soel horizontal edge,0
convolution using soel horizontal edge detector,1
using soel horizontal edge detector isn't,0
soel horizontal edge detector isn't it,0
horizontal edge detector isn't it remember,0
edge detector isn't it remember this,0
detector isn't it remember this is,0
isn't it remember this is an,0
it remember this is an horizontal,0
remember this is an horizontal edge,0
this is an horizontal edge detector,0
is an horizontal edge detector soel,0
an horizontal edge detector soel horizontal,0
horizontal edge detector soel horizontal edge,0
edge detector soel horizontal edge detector,0
detector soel horizontal edge detector helped,0
soel horizontal edge detector helped helped,0
horizontal edge detector helped helped us,0
edge detector helped helped us in,0
detector helped helped us in detecting,0
helped helped us in detecting horizontal,0
helped us in detecting horizontal edge,0
us in detecting horizontal edge in,0
in detecting horizontal edge in an,0
detecting horizontal edge in an input,0
horizontal edge in an input image,0
edge in an input image soel,0
in an input image soel is,0
an input image soel is just,0
input image soel is just one,0
image soel is just one type,0
soel is just one type of,0
is just one type of edge,0
just one type of edge detector,0
one type of edge detector there,0
type of edge detector there are,0
of edge detector there are are,0
edge detector there are are tons,0
detector there are are tons of,0
there are are tons of edge,0
are are tons of edge detectors,0
are tons of edge detectors in,0
tons of edge detectors in an,0
of edge detectors in an image,0
edge detectors in an image processing,0
detectors in an image processing you,0
in an image processing you might,0
an image processing you might wonder,0
image processing you might wonder okay,0
processing you might wonder okay this,0
you might wonder okay this is,0
might wonder okay this is detected,0
wonder okay this is detected horizontal,0
okay this is detected horizontal edge,0
this is detected horizontal edge but,0
is detected horizontal edge but what,0
detected horizontal edge but what about,0
horizontal edge but what about vertical,0
edge but what about vertical edge,0
but what about vertical edge imagine,0
what about vertical edge imagine i,0
about vertical edge imagine i have,0
vertical edge imagine i have an,0
edge imagine i have an image,0
imagine i have an image like,0
i have an image like this,0
have an image like this just,0
an image like this just see,0
image like this just see this,0
like this just see this is,0
this just see this is this,0
just see this is this is,0
see this is this is type,0
this is this is type of,0
is this is type of horizontal,0
this is type of horizontal edge,0
is type of horizontal edge detector,0
type of horizontal edge detector what,0
of horizontal edge detector what is,0
horizontal edge detector what is soel,0
edge detector what is soel soel,0
detector what is soel soel is,0
what is soel soel is horizontal,0
is soel soel is horizontal edge,0
soel soel is horizontal edge detector,0
soel is horizontal edge detector so,0
is horizontal edge detector so if,0
horizontal edge detector so if i,0
edge detector so if i imagine,0
detector so if i imagine i,0
so if i imagine i have,0
if i imagine i have an,0
i imagine i have an image,0
imagine i have an image like,0
i have an image like this,1
have an image like this isn't,0
an image like this isn't it,0
image like this isn't it it,0
like this isn't it it is,0
this isn't it it is 6x6,0
isn't it it is 6x6 image,1
it it is 6x6 image isn't,0
it is 6x6 image isn't it,0
is 6x6 image isn't it this,0
6x6 image isn't it this is,0
image isn't it this is whole,0
isn't it this is whole region,0
it this is whole region is,0
this is whole region is light,0
is whole region is light i,0
whole region is light i have,0
region is light i have light,0
is light i have light region,0
light i have light region and,0
i have light region and i,0
have light region and i have,0
light region and i have dark,0
region and i have dark region,1
and i have dark region isn't,0
i have dark region isn't it,0
have dark region isn't it yes,0
dark region isn't it yes here,0
region isn't it yes here what,0
isn't it yes here what do,0
it yes here what do you,0
yes here what do you what,0
here what do you what do,0
what do you what do you,0
do you what do you have,0
you what do you have here,0
what do you have here you,0
do you have here you have,0
you have here you have a,0
have here you have a vertical,0
here you have a vertical edge,1
you have a vertical edge isn't,0
have a vertical edge isn't it,0
a vertical edge isn't it you,0
vertical edge isn't it you have,0
edge isn't it you have vertical,0
isn't it you have vertical edge,0
it you have vertical edge you,0
you have vertical edge you are,0
have vertical edge you are soel,0
vertical edge you are soel horizontal,0
edge you are soel horizontal your,0
you are soel horizontal your soel,0
are soel horizontal your soel horizontal,0
soel horizontal your soel horizontal edge,0
horizontal your soel horizontal edge detector,0
your soel horizontal edge detector cannot,0
soel horizontal edge detector cannot detect,0
horizontal edge detector cannot detect this,0
edge detector cannot detect this is,0
detector cannot detect this is a,0
cannot detect this is a horizontal,0
detect this is a horizontal soel,0
this is a horizontal soel is,0
is a horizontal soel is so,0
a horizontal soel is so this,0
horizontal soel is so this is,0
soel is so this is a,0
is so this is a horizontal,0
so this is a horizontal edge,0
this is a horizontal edge detector,0
is a horizontal edge detector it,0
a horizontal edge detector it can't,0
horizontal edge detector it can't detect,0
edge detector it can't detect a,0
detector it can't detect a vertical,0
it can't detect a vertical edge,0
can't detect a vertical edge that's,0
detect a vertical edge that's important,0
a vertical edge that's important it,0
vertical edge that's important it can't,0
edge that's important it can't detect,0
that's important it can't detect a,0
important it can't detect a vertical,0
it can't detect a vertical edge,0
can't detect a vertical edge there,0
detect a vertical edge there is,0
a vertical edge there is something,0
vertical edge there is something called,0
edge there is something called soal,0
there is something called soal vertical,0
is something called soal vertical edge,0
something called soal vertical edge detector,0
called soal vertical edge detector the,0
soal vertical edge detector the way,0
vertical edge detector the way it,0
edge detector the way it looks,0
detector the way it looks is,0
the way it looks is this,0
way it looks is this it,0
it looks is this it it's,0
looks is this it it's also,0
is this it it's also a,0
this it it's also a 3x3,0
it it's also a 3x3 kernel,0
it's also a 3x3 kernel what,0
also a 3x3 kernel what it,0
a 3x3 kernel what it looks,0
3x3 kernel what it looks like,0
kernel what it looks like this,0
what it looks like this is,0
it looks like this is looks,0
looks like this is looks like,0
like this is looks like this,0
this is looks like this plus,0
is looks like this plus 1,0
looks like this plus 1 0,0
like this plus 1 0 +,0
this plus 1 0 + 1,0
plus 1 0 + 1 +,0
1 0 + 1 + 2,0
0 + 1 + 2 0,0
+ 1 + 2 0 -,0
1 + 2 0 - 2,0
+ 2 0 - 2 +,0
2 0 - 2 + 1,0
0 - 2 + 1 0,0
- 2 + 1 0 -,0
2 + 1 0 - 1,0
+ 1 0 - 1 this,0
1 0 - 1 this is,0
0 - 1 this is that's,0
- 1 this is that's all,0
1 this is that's all it,0
this is that's all it look,0
is that's all it look like,0
that's all it look like so,0
all it look like so given,0
it look like so given this,0
look like so given this input,0
like so given this input image,0
so given this input image i,0
given this input image i have,0
this input image i have input,0
input image i have input image,0
image i have input image you,0
i have input image you you,0
have input image you you can,0
input image you you can always,0
image you you can always write,0
you you can always write what,0
you can always write what is,0
can always write what is input,0
always write what is input ms,0
write what is input ms si,0
what is input ms si 6x6,0
is input ms si 6x6 you,0
input ms si 6x6 you can,0
ms si 6x6 you can always,0
si 6x6 you can always write,0
6x6 you can always write this,0
you can always write this 6x6,0
can always write this 6x6 matrix,0
always write this 6x6 matrix the,0
write this 6x6 matrix the way,0
this 6x6 matrix the way it,0
6x6 matrix the way it looks,0
matrix the way it looks like,0
the way it looks like this,0
way it looks like this is,0
it looks like this is you,0
looks like this is you have,0
like this is you have what,0
this is you have what we,0
is you have what we are,0
you have what we are assuming,0
have what we are assuming we,0
what we are assuming we are,0
we are assuming we are representing,0
are assuming we are representing zero,0
assuming we are representing zero as,0
we are representing zero as light,0
are representing zero as light color,0
representing zero as light color therefore,0
zero as light color therefore i,0
as light color therefore i can,0
light color therefore i can if,0
color therefore i can if you,0
therefore i can if you speak,0
i can if you speak strictly,0
can if you speak strictly zero,0
if you speak strictly zero is,0
you speak strictly zero is useful,0
speak strictly zero is useful for,0
strictly zero is useful for black,0
zero is useful for black color,0
is useful for black color anyway,0
useful for black color anyway i'm,0
for black color anyway i'm representing,0
black color anyway i'm representing zero,0
color anyway i'm representing zero for,0
anyway i'm representing zero for white,0
i'm representing zero for white color,0
representing zero for white color here,0
zero for white color here but,0
for white color here but in,0
white color here but in general,0
color here but in general zero,0
here but in general zero is,0
but in general zero is white,0
in general zero is white color,0
general zero is white color uh,0
zero is white color uh z,0
is white color uh z is,0
white color uh z is black,0
color uh z is black color,0
uh z is black color 255,0
z is black color 255 is,0
is black color 255 is white,0
black color 255 is white color,0
color 255 is white color this,0
255 is white color this is,0
is white color this is small,0
white color this is small correction,0
color this is small correction yes,0
this is small correction yes uh,0
is small correction yes uh let,0
small correction yes uh let me,0
correction yes uh let me proceed,0
yes uh let me proceed with,0
uh let me proceed with the,0
let me proceed with the convention,0
me proceed with the convention which,0
proceed with the convention which we,0
with the convention which we are,0
the convention which we are using,0
convention which we are using if,0
which we are using if you,0
we are using if you speak,0
are using if you speak strictly,0
using if you speak strictly zero,0
if you speak strictly zero represents,0
you speak strictly zero represents black,0
speak strictly zero represents black color,0
strictly zero represents black color 255,0
zero represents black color 255 represent,0
represents black color 255 represent white,0
black color 255 represent white color,0
color 255 represent white color anyway,0
255 represent white color anyway let,0
represent white color anyway let me,0
white color anyway let me proceed,0
color anyway let me proceed the,0
anyway let me proceed the notation,0
let me proceed the notation which,0
me proceed the notation which i'm,0
proceed the notation which i'm using,0
the notation which i'm using yes,0
notation which i'm using yes this,0
which i'm using yes this is,0
i'm using yes this is the,0
using yes this is the just,0
yes this is the just here,0
this is the just here in,0
is the just here in this,0
the just here in this particular,0
just here in this particular lecture,0
here in this particular lecture i'm,0
in this particular lecture i'm representing,0
this particular lecture i'm representing uh,0
particular lecture i'm representing uh white,0
lecture i'm representing uh white region,0
i'm representing uh white region with,0
representing uh white region with zero,0
uh white region with zero and,0
white region with zero and block,0
region with zero and block region,0
with zero and block region with,0
zero and block region with 255,0
and block region with 255 instead,0
block region with 255 instead of,0
region with 255 instead of now,0
with 255 instead of now what,0
255 instead of now what is,0
instead of now what is the,0
of now what is the representation,0
now what is the representation for,0
what is the representation for block,0
is the representation for block pixels,0
the representation for block pixels as,0
representation for block pixels as we,0
for block pixels as we are,0
block pixels as we are assuming,0
pixels as we are assuming number,0
as we are assuming number 255,0
we are assuming number 255 just,0
are assuming number 255 just i'm,0
assuming number 255 just i'm keeping,0
number 255 just i'm keeping 255,0
255 just i'm keeping 255 for,0
just i'm keeping 255 for white,0
i'm keeping 255 for white color,0
keeping 255 for white color i'm,0
255 for white color i'm keeping,0
for white color i'm keeping z,0
white color i'm keeping z therefore,0
color i'm keeping z therefore i'm,0
i'm keeping z therefore i'm keeping,0
keeping z therefore i'm keeping zero,0
z therefore i'm keeping zero for,0
therefore i'm keeping zero for zero,0
i'm keeping zero for zero value,0
keeping zero for zero value for,0
zero for zero value for white,0
for zero value for white white,0
zero value for white white color,0
value for white white color pixels,0
for white white color pixels now,0
white white color pixels now i,0
white color pixels now i wanted,0
color pixels now i wanted to,0
pixels now i wanted to do,0
now i wanted to do it,0
i wanted to do it as,0
wanted to do it as an,0
to do it as an excise,0
do it as an excise in,0
it as an excise in the,0
as an excise in the notebook,0
an excise in the notebook where,0
excise in the notebook where take,0
in the notebook where take this,0
the notebook where take this image,0
notebook where take this image just,0
where take this image just take,0
take this image just take this,0
this image just take this 6x6,0
image just take this 6x6 image,0
just take this 6x6 image appli,0
take this 6x6 image appli the,0
this 6x6 image appli the edge,0
6x6 image appli the edge detector,0
image appli the edge detector which,0
appli the edge detector which edge,0
the edge detector which edge detector,0
edge detector which edge detector vertical,0
detector which edge detector vertical edge,0
which edge detector vertical edge detector,0
edge detector vertical edge detector convol,0
detector vertical edge detector convol these,0
vertical edge detector convol these two,0
edge detector convol these two just,0
detector convol these two just see,0
convol these two just see convol,0
these two just see convol these,0
two just see convol these two,0
just see convol these two and,0
see convol these two and see,0
convol these two and see what,0
these two and see what is,0
two and see what is the,0
and see what is the output,0
see what is the output you,0
what is the output you will,0
is the output you will get,0
the output you will get you,0
output you will get you will,0
you will get you will get,0
will get you will get 4x4,0
get you will get 4x4 output,0
you will get 4x4 output just,0
will get 4x4 output just we,0
get 4x4 output just we discussed,1
4x4 output just we discussed isn't,0
output just we discussed isn't it,0
just we discussed isn't it i'm,0
we discussed isn't it i'm taking,0
discussed isn't it i'm taking my,0
isn't it i'm taking my image,0
it i'm taking my image 6x6,0
i'm taking my image 6x6 image,0
taking my image 6x6 image now,0
my image 6x6 image now i,0
image 6x6 image now i am,0
6x6 image now i am using,0
image now i am using 3x3,0
now i am using 3x3 soel,0
i am using 3x3 soel vertical,0
am using 3x3 soel vertical edge,0
using 3x3 soel vertical edge detector,0
3x3 soel vertical edge detector you,0
soel vertical edge detector you will,0
vertical edge detector you will get,0
edge detector you will get such,0
detector you will get such a,0
you will get such a way,0
will get such a way that,0
get such a way that you,0
such a way that you will,0
a way that you will get,0
way that you will get two,0
that you will get two lines,0
you will get two lines of,0
will get two lines of z,0
get two lines of z cl,0
two lines of z cl just,0
lines of z cl just if,0
of z cl just if you,0
z cl just if you apply,0
